Time,Title,Types,Number of reads,Comments,Author
10-22 10:42,14省份前三季度GDP出炉 渝黔增速继续领跑,资讯,1421,0,长和资讯
10-22 09:10,各省前三季GDP陆续出炉 重庆增速第一京沪垫底,资讯,1663,0,长和资讯
10-21 12:20,北京政协建言“十三五”：推进行政区划合并,资讯,1545,0,长和资讯
10-20 15:46,深化改革的大方向不能变,资讯,1321,0,长和资讯
10-20 12:12,商务部：9月出口降幅继续收窄进口持续低迷,资讯,1819,1,长和资讯
10-20 11:19,中国旅游扶贫面临多重掣肘 应避免盲目追求高大上,资讯,1434,0,长和资讯
10-20 08:23,揭李嘉诚旗下长江实业版图：9成土地储备在内地,资讯,3180,9,长和资讯
10-20 02:50,经济温和换挡 稳增长举措或四季度显效,资讯,1386,0,长和资讯
10-19 17:06,GDP增速6年来首度“破7” 但结构性指标向好积极因素显,资讯,1382,0,长和资讯
10-19 15:35,饿了么喊“独立” 难抵新“美大”独角兽效应,资讯,1272,0,长和资讯
10-19 15:02,居民可支配收入增速“跑赢”GDP 专家：关注民生是主因,资讯,2065,0,长和资讯
10-19 14:55,再造“中国优势”,资讯,1331,0,长和资讯
10-19 05:53,2015年大公司并购很忙 中国企业并购“荷尔蒙”创新高,资讯,1695,0,长和资讯
10-19 01:14,三季度经济数据今出炉 新核算方式下首度公布GDP,资讯,3918,12,长和资讯
10-17 09:46,旅游领跌再觅新路 香港寻路“稳增长”,资讯,1589,0,长和资讯
10-17 03:46,饿了么喊“独立” 难抵新“美大”独角兽效应,资讯,1562,0,长和资讯
10-15 17:16,辉煌“十二五”：居民收入目标提前完成,资讯,1403,0,长和资讯
10-15 00:22,新旧动力切换关键期要兼顾稳增长和防风险,资讯,2239,0,长和资讯
10-15 00:16,新旧动力切换 致短期增长动力不足,资讯,1707,1,长和资讯
10-14 23:16,中方就在南海有关岛礁部署防卫性质军事设施等答问,资讯,2098,1,长和资讯
10-14 23:09,中方：南海岛礁军事设施纯属防卫性质 且有限度,资讯,1360,0,长和资讯
10-14 12:41,金融危机第三波！中国股市接下来这样走,资讯,20615,106,长和资讯
10-14 11:01,第九个五年计划（1996-2000）,资讯,7593,0,长和资讯
10-14 00:00,CK Hutchison Holdings：Buy on weakness o,研报,1700,0,长和资讯
10-13 15:46,前瞻十八届五中全会：中国未来布局16个视角,资讯,9664,4,长和资讯
10-12 16:35,发改委：推进环渤海地区与北京产业转移承接,资讯,1387,0,长和资讯
10-12 16:25,环渤海：打造中国经济增长和转型升级新引擎,资讯,1092,0,长和资讯
10-12 14:22,李嘉诚驳斥指控:减少房地产投资不等于不投,资讯,3590,1,长和资讯
10-12 13:01,融慧财经：长建提价合并电能 有利长建股价,资讯,1300,0,长和资讯
10-12 08:37,加拿大教师退休金50亿投亚股 称未被吓怕,资讯,1627,0,长和资讯
10-12 08:08,李嘉诚去哪儿：万亿资产全球52国大腾挪,资讯,3577,7,长和资讯
10-12 00:56,疲惫的巨人如何拯救全球经济,资讯,1389,0,长和资讯
10-12 00:00,新合并方案对正面，维持买入评级,研报,1841,0,长和资讯
10-10 17:25,刘世锦：中国经济再平衡要过三关 但最关键,资讯,1274,0,长和资讯
10-09 22:55,综述：2015年IMF和世界银行年会看点,资讯,1197,0,长和资讯
10-09 11:30,英国监管机构提出审核长和并购O2事宜,资讯,1922,0,长和资讯
10-09 11:13,风投私募基金踊跃介入 激发澳洲医疗创新,资讯,1542,0,长和资讯
10-09 09:59,汪涛：未来一年经济增速进一步下滑 刺激效,资讯,1173,0,长和资讯
10-09 02:41,万亿元险资助阵稳增长 圈定重大工程投资,资讯,5193,14,长和资讯
10-09 01:52,短期风险不大 基金看好“红十月”,资讯,1359,0,长和资讯
10-08 16:38,瑞银：新合并方案对长和正面 维持买入评级,资讯,1557,0,长和资讯
10-08 10:19,长实百亿建“康城8” 粉碎撤资谣言,资讯,2220,3,长和资讯
10-07 09:54,截至2015年9月30日止月份之股份發行人的證,公告,913,0,长和资讯
10-07 00:00,建議合併長江基建與電能實業 - (1) 新建議,公告,1699,0,长和资讯
10-06 08:53,内地气田刚投产 李泽钜否认撤资,资讯,1660,2,长和资讯
10-06 01:03,十大券商透视四季度行情：已出现较强筑底信,资讯,14151,235,长和资讯
10-03 03:55,政协常委唐英年：批李嘉诚言论伤中国人爱国,资讯,11207,90,长和资讯
10-02 22:45,十大券商透视四季度行情：市场已出现较强筑,资讯,7792,19,长和资讯
10-01 10:28,港股月线五连阴累泻7287点 再度大跌机会不,资讯,4256,2,长和资讯
09-30 15:59,李嘉诚回应“不爱国”质疑 引苏轼诗词表心,资讯,2574,7,长和资讯
09-30 14:05,李嘉诚回应“撤资”“不爱国”：令人不寒而,资讯,2084,0,长和资讯
09-30 13:58,李嘉诚首次回应“撤资”指责,资讯,1849,0,长和资讯
09-30 08:09,李嘉诚首次回应“撤资”与“不爱国”,资讯,3384,12,长和资讯
09-30 07:20,李嘉诚首次回应“撤资不爱国”质疑：不寒而,资讯,5283,54,长和资讯
09-30 05:12,全球股市动荡 投资者在担心什么,资讯,2395,1,长和资讯
09-28 16:56,疲惫的巨人,资讯,937,0,长和资讯
09-28 09:30,国务院批复环渤海合作发展纲要,资讯,880,0,长和资讯
09-28 03:42,机构看市：A股积极因素增多 紧盯主题投资,资讯,1686,0,长和资讯
09-28 02:41,一切为了培植经济内生增长动力机制,资讯,860,0,长和资讯
09-26 02:22,中哈模式率先行走“一带一路”——专访中国,资讯,1842,1,长和资讯
09-25 21:12,任志强：中国没有创新只有创先 外国的东西,资讯,5625,4,长和资讯
09-25 14:18,屈宏斌：“清算主义”亟待清算 再不宽松来,资讯,8736,230,长和资讯
09-25 03:35,市政与民生“小基建”将成为新投资重点,资讯,1315,1,长和资讯
09-24 18:10,家族办公室之道：法律架构设计,资讯,1277,0,长和资讯
09-24 16:58,不畏奢饰品寒冬继续扩张 范思哲将IPO提上日,资讯,1068,0,长和资讯
09-24 14:45,巨头SOHO中国放弃投资楼市！新一轮萧条周期,资讯,1507,2,长和资讯
09-24 01:45,仍处筑底过程 关注第三库存周期开启,资讯,1149,0,长和资讯
09-23 19:06,揭秘李氏父子海外版图：在英资产3900亿港元,资讯,8386,172,长和资讯
09-23 16:14,中行报告：四季度GDP增速将在7%左右,资讯,835,0,长和资讯
09-22 11:02,传长和为收购O2或出售部分网络,资讯,1644,0,长和资讯
09-21 10:51,穆迪调低法国债评级,资讯,922,0,长和资讯
09-21 02:32,治理资金“脱实向虚”为何难见实效,资讯,1024,0,长和资讯
09-19 07:27,四季度消费增长预计可达11% 成拉动经济主引擎,资讯,5833,136,长和资讯
09-19 04:33,经济四季度可望回稳潜在风险不可小觑,资讯,1097,0,长和资讯
09-18 10:57,“李嘉诚资本运作”成热点的冷思考,资讯,1149,0,长和资讯
09-18 08:38,李嘉诚跑路风波后首次表态：看好中国经济,资讯,10754,183,长和资讯
09-17 18:31,致新登記股東之信函及回條:選擇公司通訊之語言版本及,公告,999,0,长和资讯
09-17 18:31,致登記股東之通知信函及申請表格:2015年中期報告之發,公告,1103,0,长和资讯
09-17 18:31,2015年中期報告,公告,2120,1,长和资讯
09-17 18:31,致非登記持有人之通知信函及申請表格:2015年中期報告,公告,1847,1,长和资讯
09-17 16:49,李稻葵：中国不是世界资本波动的源头,资讯,1051,0,长和资讯
09-17 15:51,更多外资对在华投资信心增强,资讯,1006,0,长和资讯
09-17 08:05,发改委回应李嘉诚撤资,资讯,2755,4,长和资讯
09-16 16:28,“别让李嘉诚跑了”文章发酵 发改委回应,资讯,14723,52,长和资讯
09-16 16:19,中商联：今年社会消费品零售总额增速在11%左右,资讯,919,0,长和资讯
09-16 16:08,中商联：预计今年社会消费品零售总额增速在11%左右,资讯,1640,3,长和资讯
09-16 08:19,李嘉诚变身“李跑跑” 逃不脱这7大问题,资讯,5666,31,长和资讯
09-16 08:18,这边抛售欧洲收购 李嘉诚是怎么“跑掉的”？,资讯,20171,131,长和资讯
09-15 19:15,宏观税负在于“稳” 政府减税仍要“拼”,资讯,1248,0,长和资讯
09-15 14:41,李嘉诚长和集团否认从内地撤资：有买有卖正常事,资讯,5737,61,长和资讯
09-15 11:09,李嘉诚长和集团否认从内地撤资 称有买有卖正常事,资讯,2031,0,长和资讯
09-15 02:02,股市信心指数“逆差”过大 需从三方面校正,资讯,2912,2,长和资讯
09-14 16:33,内地专家吁“别让李嘉诚跑了” 长和：有买有卖很正常,资讯,33896,329,长和资讯
09-12 11:36,李嘉诚名下上市公司全部迁离中国 看空地产？,资讯,20112,259,长和资讯
09-12 04:46,饿了么F轮“系列”融资遭质疑 餐饮外卖O2O是伪需求？,资讯,1564,0,长和资讯
09-12 04:29,名下上市公司全部迁离中国 李嘉诚看淡地产布局全球化,资讯,7476,0,长和资讯
09-12 04:00,不要再以指数论股市,资讯,1365,0,长和资讯
09-11 15:24,“十三五”经济发展展望：保持中高速 迈向中高端,资讯,1142,0,长和资讯
09-11 08:41,贝莱德A股投资主管朱悦：蓝筹股投资价值显现 外资抄底,资讯,1516,0,长和资讯
09-11 08:32,李嘉诚“不玩了” 那么投资者应该怎么玩投资？,资讯,2971,1,长和资讯
09-11 08:09,竹中平藏：支持人民币贬值的决定 希望中国央行更独立,资讯,7607,0,长和资讯
09-11 04:32,能源行业发展模式嬗变,资讯,2432,2,长和资讯
09-11 02:25,外资抄底A股蓝筹股 看好欧洲和日本市场,资讯,29.5万,383,长和资讯
09-10 16:25,开学经济席卷电商平台 切忌将消费变浪费,资讯,1357,0,长和资讯
09-10 16:21,周小川表态A股调整到位 金融稳定力保经济平稳发展,资讯,1877,1,长和资讯
09-10 15:40,李嘉诚长和系公司热炒合并 单日市值升450亿港元,资讯,2618,2,长和资讯
09-10 00:00,维持跑赢大市评级,研报,2177,0,长和资讯
09-10 00:00,合并可令净债务减200亿,研报,2198,0,长和资讯
09-09 17:17,瑞信维持长和跑赢大市评级,资讯,1935,0,长和资讯
09-09 17:12,里昂：长建股价每涨5% 长和净资产值相应增1,资讯,1966,0,长和资讯
09-09 17:11,花旗重申长和买入评级 目标价135元,资讯,2109,0,长和资讯
09-09 17:09,摩通：长建并电能令长和负债比率降至41%,资讯,1867,0,长和资讯
09-09 17:09,大摩：合并可令长和净债务减200亿,资讯,1812,0,长和资讯
09-09 10:48,民生证券坚定911-双12中级反弹：稳增长逻辑,资讯,5127,20,长和资讯
09-08 16:41,建議合併長江基建集團有限公司與電能實業有,公告,1324,0,长和资讯
09-08 13:51,外媒：中国经济调整艰难但深化改革决心未变,资讯,1073,0,长和资讯
09-08 13:49,“地摊哥”负债500万靠借钱创业翻身,资讯,1513,0,长和资讯
09-08 09:27,安信徐彪：一点声明与白话解读国企改革《指,资讯,1310,0,长和资讯
09-08 05:59,中国多部门发声传递经济企稳信号 7%增速可,资讯,5318,105,长和资讯
09-08 03:52,张敬伟：克服“中国焦虑症”唯有信任中国改,资讯,1587,2,长和资讯
09-08 00:35,G20安卡拉峰会乐观看待中国经济前景,资讯,1213,0,长和资讯
09-07 19:01,周小川出席国际清算银行行长例会,资讯,3738,26,长和资讯
09-07 16:58,G20大咖看好中国经济前景,资讯,991,0,长和资讯
09-07 16:36,欧央行用QE“死扛”通缩？,资讯,890,1,长和资讯
09-07 14:53,德媒称日本财相大嘴批中国反挨骂：你们经济,资讯,1086,0,长和资讯
09-07 14:30,G20会议看多中国经济前景,资讯,758,0,长和资讯
09-07 14:28,楼继伟：7%增速或持续四五年 经济最大潜力,资讯,916,2,长和资讯
09-07 14:26,周小川：维护金融稳定 股市调整已大致到位,资讯,3679,2,长和资讯
09-07 12:49,未来几年放松货币政策的风险不大,资讯,850,0,长和资讯
09-07 12:36,G20承诺推动全球经济步入正轨,资讯,893,0,长和资讯
09-07 11:39,中国经济前景乐观 未来增长潜力巨大,资讯,1638,1,长和资讯
09-07 11:35,二十国财长会议周小川力挺中国股市 国际社,资讯,1258,0,长和资讯
09-07 09:54,证监会研究制定指数熔断机制方案,资讯,2154,1,长和资讯
09-07 09:15,证监会：研究指数熔断机制,资讯,7874,124,长和资讯
09-07 09:11,周小川三挺A股 “红9月”可期,资讯,1049,0,长和资讯
09-07 08:59,中国借G20会议告诉世界四句话 日本带头施压,资讯,17846,148,长和资讯
09-07 08:46,三大证券报评论：在稳定市场的基础上建设市,资讯,3700,80,长和资讯
09-07 07:58,证监会：正在研究制定实施指数熔断机制,资讯,702,0,长和资讯
09-07 06:27,中国仍将计划有序推进各项改革 政府深化改,资讯,632,0,长和资讯
09-07 06:10,周小川年内多次表态A股 股市调整到位了吗,资讯,19.4万,711,长和资讯
09-07 06:05,G20正面认可中国政策 承诺避免竞争性贬值,资讯,1284,2,长和资讯
09-07 06:02,G20聚焦美联储加息,资讯,829,1,长和资讯
09-07 05:40,G20理解中国改革 欲共阻竞争性贬值,资讯,882,0,长和资讯
09-07 03:06,7%经济增速还将持续4到5年 中国改革为G20释疑心稳军心,资讯,1576,2,长和资讯
09-07 02:07,博短差的“炒股者”越少越好,资讯,1420,3,长和资讯
09-07 01:23,央行联手证监会继续维稳 神秘资金大单托底震慑空头,资讯,3388,59,长和资讯
09-07 00:59,加息还是不加？ 耶伦陷入“数字迷宫”,资讯,1433,1,长和资讯
09-07 00:26,中国的改革故事意犹未尽,资讯,907,0,长和资讯
09-06 22:42,9月6日央视新闻联播精编 央行：中国金融市场可望更为,资讯,2220,1,长和资讯
09-06 19:57,周小川对股市进行表态 机构是这样解读的,资讯,7010,238,长和资讯
09-06 17:49,G20：没有理由担心中国经济增长放缓,资讯,5481,16,长和资讯
09-06 16:40,周小川：中国金融市场可望更稳定,资讯,1390,1,长和资讯
09-06 16:08,二十国集团财长和央行行长会议 在土耳其安卡拉举行,资讯,1024,0,长和资讯
09-06 15:36,“十三五”经济发展展望：保持中高速 迈向中高端,资讯,1129,0,长和资讯
09-06 15:25,小长假期间 这些财经事件或影响你的投资,资讯,27.3万,825,长和资讯
09-06 15:11,外媒：G20会议面临诸多挑战 含中国经济放慢,资讯,1363,1,长和资讯
09-06 14:53,楼继伟：中国经济进入新常态 不会特别在意短期波动,资讯,983,0,长和资讯
09-06 14:42,财经观察：二十国集团会议对中国经济前景表示乐观,资讯,953,0,长和资讯
09-06 13:37,G20大咖对中国经济前景表示乐观,资讯,1110,0,长和资讯
09-06 13:09,施保利通片入华后变身婴儿用药遭质疑,资讯,1035,0,长和资讯
09-06 11:04,G20财长和央行行长会议承诺加快改革提振全球经济,资讯,806,0,长和资讯
09-06 10:39,G20财长们说服中国加入货币和平协定 中国这样回答,资讯,6160,59,长和资讯
09-06 08:33,二十国集团承诺采取行动推动全球经济步入正轨,资讯,943,0,长和资讯
09-06 07:32,美媒：抛售美国国债的国家是搬起石头砸自己的脚,资讯,3181,25,长和资讯
09-06 06:50,周小川:股市调整已大致到位 金融市场望稳定,资讯,2728,28,长和资讯
09-05 12:47,G20财长央行行长聚会 IMF呼吁美联储不要加息,资讯,6011,123,长和资讯
09-05 08:27,施保利通片入华后变身婴儿用药 原产国4岁以下禁用,资讯,1251,0,长和资讯
09-04 10:27,为什么崩溃正在到来,资讯,14661,129,长和资讯
09-04 10:06,9月4日全球头条：中国汇改获美国赞誉 IMF支招美联储加,资讯,6495,176,长和资讯
09-03 17:13,外媒：中国经济有一个巨大转变无人关注 赚钱机会来了,资讯,9653,25,长和资讯
09-02 15:49,截至2015年8月31日止月份之股份發行人的證券變動月報,公告,873,0,长和资讯
09-02 10:59,经济怎样起飞,资讯,1127,0,长和资讯
08-31 18:54,去年全国发行销售彩票3823亿 分配给社保基金269亿,资讯,917,0,长和资讯
08-31 00:00,维持买入评级，看119港元,研报,1170,0,长和资讯
08-31 00:00,维持买入评级，目标价下调至139元,研报,2449,0,长和资讯
08-31 00:00,长和维持增持评级，目标价上调至123元,研报,2019,0,长和资讯
08-30 08:39,透过李嘉诚公司业绩看全球经济形势,资讯,1659,0,长和资讯
08-27 16:38,解析海外资产配置,资讯,1607,0,长和资讯
08-27 00:00,业绩焦点：长和,研报,2058,0,长和资讯
08-26 08:41,长和发首份中报 李嘉诚料内地经济在合理区,资讯,2415,3,长和资讯
08-26 01:48,去哪儿继续烧钱抢市场 二季度亏损8.2亿,资讯,1012,0,长和资讯
08-25 17:33,截至2015年6月30日止六個月之未經審核業績,公告,943,0,长和资讯
08-25 17:14,李嘉诚：长和重组後协同效应提升 对业务前,资讯,2797,1,长和资讯
08-25 14:40,三体：一部科幻小说为何在创业群体里这么火,资讯,1504,0,长和资讯
08-25 13:37,去哪儿网Q2酒店间夜量增速高达145.2%,资讯,1446,0,长和资讯
08-25 09:20,去哪儿公布二季度财报 营收同比增120%,资讯,955,0,长和资讯
08-25 03:22,国航高原航线安全飞行50年 以航空优势助力,资讯,1601,3,长和资讯
08-21 15:34,日韩股市重挫 日股跌近3%跌破2万关口,资讯,7904,103,长和资讯
08-21 15:04,美银美林：市场将很快面对“终极风险”,资讯,7485,60,长和资讯
08-21 02:01,李嘉诚大幅卖股套现 李泽钜替父发声有何考,资讯,5666,0,长和资讯
08-20 17:35,优酷土豆第二季度净亏损3.42亿元 同比扩大,资讯,966,0,长和资讯
08-20 11:00,FDI全年增势料难改变,资讯,860,0,长和资讯
08-20 10:20,报告称2014年中国宏观税负达37% 高不高？,资讯,994,0,长和资讯
08-20 04:17,低通胀美联储头痛不已 非美反攻黄金强破113,资讯,1553,1,长和资讯
08-19 22:29,政策性出口信用保险再发力 服务外贸稳增长,资讯,1285,0,长和资讯
08-19 17:06,境外仲裁当避七大误区,资讯,876,0,长和资讯
08-19 04:04,面对双重下行  周期叠加去杠杆大有讲究,资讯,1634,3,长和资讯
08-18 14:58,教育O2O进入红海 传统教育难以为继,资讯,965,0,长和资讯
08-17 16:07,亚太区房地产融资渠道生变,资讯,1123,0,长和资讯
08-17 12:55,亿滋中国业绩增长放缓 “瘦身”求脱围,资讯,1409,1,长和资讯
08-17 10:45,第二届澳中战略经济对话成功举办 聚焦基建,资讯,1078,0,长和资讯
08-14 11:35,支持企业“走出去” 政策性出口信用保险再,资讯,1899,1,长和资讯
08-13 17:41,董事會會議召開日期,公告,985,0,长和资讯
08-13 13:01,非开行行长卡贝鲁卡: 中国G20峰会应关注增,资讯,1658,0,长和资讯
08-11 14:00,管清友详解中国经济改革红利来自哪里,资讯,945,0,长和资讯
08-11 10:59,外汇储备年内减少逾1600亿美元,资讯,1032,0,长和资讯
08-07 00:00,长和整合意业务关注执行力，重申增持,研报,880,0,长和资讯
08-07 00:00,长和重申跑赢大市评级，目标至146元,研报,2091,1,长和资讯
08-06 20:21,須予披露的交易 - 3 ITALIA S.P.A.與 WIND ,公告,1228,0,长和资讯
08-05 16:16,截至2015年7月31日止月份之股份發行人的證,公告,902,0,长和资讯
07-31 15:26,李嘉诚200亿元转手上海世纪汇？长和实业尚,资讯,1905,0,长和资讯
07-31 08:02,致股東信函及回條 - 選擇公司通訊之語言版,公告,940,0,长和资讯
07-31 08:02,選擇公司通訊之語言版本及收取方式,公告,977,0,长和资讯
07-23 00:00,前景向好，推荐,研报,1935,0,长和资讯
07-19 08:24,内港股市一周流出500亿 或与外资沽货有关,资讯,1978,2,长和资讯
07-17 10:42,长和71亿股份转至信托 意味李嘉诚分身家？,资讯,2287,0,长和资讯
07-14 00:00,升长和评级至“买入”，目标价上调至136元,研报,596,0,长和资讯
07-13 17:11,里昂升长和评级至买入 目标价上调至136元,资讯,1843,0,长和资讯
07-06 18:31,截至2015年6月30日止月份之股份發行人的證,公告,894,0,长和资讯
07-06 00:00,下调目标价至140元，重申买入评级,研报,611,0,长和资讯
07-01 00:00,首予持有评级，目标价118元,研报,478,0,长和资讯
06-24 08:18,李嘉诚否认从香港撤资：有买有卖正常事(图),资讯,1426,0,长和资讯
06-24 06:04,部分外资机构：H股估值更具优势,资讯,1458,0,长和资讯
06-23 19:09,2015年6月23日舉行之股東週年大會 - 投票表,公告,1141,0,长和资讯
06-10 00:00,给予买入评级，目标价135元,研报,474,0,长和资讯
06-09 20:36,摩根大通增持长和1亿股 耗资187亿港币,资讯,2141,0,长和资讯
06-09 10:48,瑞银给予长和买入评级 目标价135元,资讯,2293,1,长和资讯
06-04 19:24,持續關連交易,公告,1127,0,长和资讯
06-04 14:01,长和公布高层变动 李泽巨任联席董事总经理,资讯,1494,0,长和资讯
06-04 09:05,长和系重组落幕 内地策略成新公司焦点,资讯,1349,0,长和资讯
06-04 08:21,翌日披露報表,公告,945,0,长和资讯
06-04 01:27,4201亿港元地产帝国出世 李嘉诚长和系世纪,资讯,1784,1,长和资讯
06-04 00:00,长和恢复买入评级，目标价142元,研报,510,0,长和资讯
06-03 18:30,美银美林恢复长和买入评级 目标价142元,资讯,1286,0,长和资讯
06-03 13:19,聯合公告 - 併購方案及分拆上市方案: 完成,公告,1233,0,长和资讯
06-03 13:11,董事名單及其角色與職能,公告,932,0,长和资讯
06-02 23:09,截至二零一五年五月三十一日止月份之股份發,公告,895,0,长和资讯
06-01 21:49,摩根大通减持长和1205万股 套现20亿港币,资讯,1365,0,长和资讯
05-29 18:00,大摩给予长和新目标价124元 重申增持评级,资讯,1819,1,长和资讯
05-28 00:00,长和首予买入评级，目标价126元,研报,490,0,长和资讯
05-27 18:05,告别37载上市生涯和黄将并入长和,资讯,2047,0,长和资讯
05-27 14:41,长和分派实物股份今日除权前收价为N/A,资讯,2430,0,长和资讯
05-27 11:16,长和股价除权重组步入尾声 和黄停牌待退市,资讯,2179,0,长和资讯
05-27 10:38,摩通：长和除权后予目标价122元 铺路再获升,资讯,2083,0,长和资讯
05-21 15:03,长和“峻滢II”首批182伙 入场费580.8万,资讯,1248,0,长和资讯
05-21 00:00,下调目标价至122元，维持增持,研报,854,0,长和资讯
05-21 00:00,股東週年大會通告,公告,1655,0,长和资讯
05-21 00:00,股東週年大會通告、重選退席董事、董事酬金,公告,1418,0,长和资讯
05-20 15:47,李嘉诚旗下长和系重组第二阶段计划获法院通,资讯,1166,0,长和资讯
05-20 15:43,摩通下调长和目标价至122元 维持增持,资讯,1465,0,长和资讯
05-19 15:09,李嘉诚旗下和黄与长和重组获法院认许 19日,资讯,1168,0,长和资讯
05-19 13:19,交易所通告 - 復牌,公告,1052,0,长和资讯
05-19 10:19,交易所通告 - 短暫停牌,公告,1015,0,长和资讯
05-19 10:19,短暫停牌,公告,1047,0,长和资讯
05-11 14:06,投資者簡報,公告,1202,0,长和资讯
05-08 10:31,非登記持有人適用之申請表格,公告,911,0,长和资讯
05-08 10:31,致登記持有人之通知信函 - 長江實業地產有,公告,1238,0,长和资讯
05-08 09:06,致非登記持有人之通知信函 - 長江實業地產,公告,922,0,长和资讯
05-08 09:06,登記持有人適用之申請表格,公告,798,0,长和资讯
05-08 08:20,致股東之信函 - 有關長江實業地產有限公司,公告,1265,0,长和资讯
05-08 08:20,併購方案及分拆上市方案 - (1) 有條件批准,公告,1162,0,长和资讯
05-06 12:25,截至二零一五年四月三十日止月份之股份發行,公告,816,0,长和资讯
05-05 10:06,汇金入股长和国际暴涨 知情人称建行所为引,资讯,1086,0,长和资讯
05-05 10:02,汇金入股 长和国际暴涨,资讯,1162,0,长和资讯
05-04 14:34,汇金增持港股长和国际 该股股价翻番,资讯,1985,2,长和资讯
04-30 19:03,长和澄清长江实业地产无缩减银贷规模,资讯,999,0,长和资讯
04-30 10:14,二零一四年年報,公告,1249,0,长和资讯
04-30 08:57,致登記持有人之通知信函 - 有關二零一四年,公告,858,0,长和资讯
04-30 08:56,登記持有人適用之申請表格,公告,986,0,长和资讯
04-30 08:56,致非登記持有人之通知信函 - 有關二零一四,公告,673,0,长和资讯
04-30 08:54,非登記持有人適用之申請表格,公告,728,0,长和资讯
04-24 16:10,长和投西贡住宅地 暂收至少12标,资讯,4422,0,长和资讯
04-24 11:34,长和重组背后隐藏的真实信息：李嘉诚的英伦梦,资讯,1868,0,长和资讯
04-22 08:42,李嘉诚旗下长和系重组方案高票通过,资讯,1144,0,长和资讯
04-21 17:08,李嘉诚：对长和重组有信心 如不当首富会高兴,资讯,1405,0,长和资讯
04-21 17:02,花旗：长和通过重组 重申买入看184.35元,资讯,1401,0,长和资讯
04-21 13:25,交易所通告 - 復牌,公告,1060,0,长和资讯
04-21 11:36,长和系重组获高票通过 李嘉诚蝉联福布斯首富,资讯,1234,0,长和资讯
04-21 10:35,长和系昨召开特别股东大会投票 李嘉诚称有信心,资讯,1201,0,长和资讯
04-20 13:47,长和及和黄表决合并 李嘉诚称应该有信心,资讯,1358,0,长和资讯
04-20 10:23,交易所通告 - 短暫停牌,公告,1173,0,长和资讯
04-16 19:32,摩根大通增持长和229万股 耗资3亿港币,资讯,1294,0,长和资讯
04-08 18:31,长和致蓝天迅销740伙 长假新盘成交820宗,资讯,1579,0,长和资讯
04-02 21:37,截至二零一五年三月三十一日止月份之股份發行人的證券,公告,1227,0,长和资讯
04-01 10:35,长和启世纪重组第二步 和黄6月3日撤销上市地位,资讯,1701,0,长和资讯
03-31 21:37,聯合投資者簡報,公告,1455,0,长和资讯
03-31 14:14,併購方案 - (a)建議就和黃集團收購6.24%赫斯基已發行,公告,1485,0,长和资讯
03-31 11:44,併購方案 - 寄發和黃計劃文件及寄發長和通函,公告,1316,0,长和资讯
03-31 11:44,(1)併購方案 - (A)建議根據公司條例以和記黃埔有限公,公告,1339,0,长和资讯
03-31 11:41,股東特別大會代表委任表格,公告,1266,0,长和资讯
03-31 11:39,股東特別大會通告,公告,1369,0,长和资讯
03-31 10:30,非登記持有人適用之申請表格,公告,1273,0,长和资讯
03-31 10:30,致非登記持有人之通知信函 - (1)日期為二零一五年三月,公告,1161,0,长和资讯
03-31 10:29,登記持有人適用之申請表格,公告,1175,0,长和资讯
03-31 10:29,致登記持有人之通知信函 - (1)日期為二零一五年三月三,公告,1282,0,长和资讯
03-30 08:20,李嘉诚长和重组第二波将表决 审议收购和黄方案,资讯,1468,0,长和资讯
03-28 09:22,併購方案 - 有關釐定出席股東特別大會並於會上表決的,公告,1327,0,长和资讯
03-25 20:16,摩根大通增持长和1亿股 耗资169亿港币,资讯,1522,0,长和资讯
03-24 00:00,维持买入评级，目标价上调至178.52元,研报,662,0,长和资讯
03-19 08:43,长和系世纪重组开门红 未入港股通十大成交,资讯,1462,0,长和资讯
03-19 08:20,李嘉诚旗下长和挂牌首日涨近1%,资讯,1444,0,长和资讯
03-18 14:03,達成 (1) 一項完成赫斯基股份交換的先決條,公告,1301,0,长和资讯
03-18 14:02,重組方案-以協議安排方式將本集團的控股公,公告,1322,0,长和资讯
03-18 09:32,審核委員會之職權範圍,公告,1191,0,长和资讯
03-18 09:32,薪酬委員會之職權範圍,公告,1202,0,长和资讯
03-18 08:31,董事名單與其角色及職能,公告,1656,0,长和资讯
03-18 08:31,經修訂及重列組織章程大綱及細則,公告,1252,0,长和资讯
03-18 08:31,分拆上市方案-建議長江實業地產有限公司分,公告,2287,0,长和资讯
03-13 21:10,長江和記實業有限公司全部已發行股本以介紹,公告,2833,0,长和资讯
03-12 10:58,长江实业昨日退市 上市42年市值增2813倍,资讯,2684,0,长和资讯
03-12 08:13,长江实业从港股退市 上市42年市值暴增2813,资讯,1732,0,长和资讯
03-11 09:15,长江实业今日港股收市后终止交易,资讯,1601,0,长和资讯
03-11 08:10,李嘉诚旗下长江实业从香港除牌 已上市近半,资讯,2124,0,长和资讯
03-11 08:05,长江实业从港股退市：42年市值暴增2813倍,资讯,2163,0,长和资讯
03-10 20:06,重組方案 - 以協議安排方式將本集團的控股,公告,1394,0,长和资讯
03-10 08:08,别了长实：长江实业今日港股收市后终止交易,资讯,1636,0,长和资讯
03-09 15:41,就本公司若干持續關連交易應用上市規則第14,公告,1175,0,长和资讯
03-09 15:41,致現有股東之通知信函,公告,1521,0,长和资讯
03-09 15:39,二零一零年度中期業績,公告,1623,0,长和资讯
